,5. Students % Hispanic: ,6. Students % White:,8. Students % Asian:,11. Students % Economically Disadvantaged:,16. Students % Gifted and Talented Education:,17. Attendance Rate (2017-18):,18. Annual Dropout Rate Gr. 9-12 (2017-18):,47. Staff % Teachers:,54. Staff % Minority:,57. Teacher % With 5 or Fewer Years of Experience: ,60. Teacher Turnover Rate:,78. Operating Revenue % Federal:,92. Expenditures % Basic Education Services: ,94. Expenditures % State Compensatory Education:,Racial Dif Stu/Tea,target,"DISTSIZE_1,000 to 1,599","DISTSIZE_1,600 to 2,999","DISTSIZE_10,000 to 24,999","DISTSIZE_25,000 to 49,999","DISTSIZE_3,000 to 4,999","DISTSIZE_5,000 to 9,999","DISTSIZE_50,000 and over",DISTSIZE_500 to 999,DISTSIZE_Under 500,COMMTYPE_Charters,COMMTYPE_Independent Town,COMMTYPE_Major Suburban,COMMTYPE_Major Urban,COMMTYPE_Non-metropolitan Fast Growing,COMMTYPE_Non-metropolitan Stable,COMMTYPE_Other Central City,COMMTYPE_Other Central City Suburban,COMMTYPE_Rural
56,74.6,9.4,0.2,67.2,3.5,95.2,0.0,61.2,79.9,52.3,24.8,10.2,37.8,9.2,6.568749999999998,42.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
57,82.3,8.0,1.0,70.8,7.3,95.5,0.7,43.9,79.4,93.7,37.4,8.0,42.6,11.1,11.5375,31.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
58,52.1,17.2,5.5,51.8,8.9,95.6,0.3,72.8,40.2,91.6,33.2,8.1,59.9,5.4,23.90625,51.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,82.2,9.7,1.0,81.4,9.7,95.3,0.2,60.0,74.1,71.5,22.5,12.8,56.0,8.9,8.956249999999997,46.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,81.8,8.5,3.6,71.1,7.8,94.0,0.0,54.9,68.0,76.2,34.8,7.2,54.0,7.2,15.4125,31.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61,60.5,16.3,5.0,64.7,7.8,95.0,0.0,70.5,55.0,92.2,18.2,9.7,53.2,7.8,17.8125,51.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,81.1,12.6,0.8,52.8,0.0,92.9,0.7,63.8,56.3,89.0,24.0,4.5,53.9,2.7,30.275,52.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
63,19.4,33.0,37.3,5.5,0.0,96.2,0.0,51.73921200750468,31.49521575984992,34.14765478424018,20.84384976525819,1.1,70.9,0.0,13.479268292682919,80.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,38.0,42.9,12.9,17.9,0.0,96.4,0.3,55.0,18.4,80.8,38.1,1.9,54.2,1.8,18.106250000000006,65.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,39.9,52.6,3.4,19.7,20.7,96.0,0.4,57.1,40.7,19.8,13.4,6.5,49.7,6.0,7.700000000000001,61.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
66,97.8,1.5,0.1,88.0,6.7,94.1,1.1,45.7,83.3,40.3,14.6,17.7,41.1,9.8,12.06875,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,97.2,0.6,0.5,94.7,5.7,92.8,2.5,42.0,87.0,40.5,22.3,22.2,39.7,10.7,11.618750000000002,29.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,23.0,41.5,2.6,7.4,11.0,96.8,0.0,52.0,36.2,23.4,4.1,43.4,52.4,2.2,11.6875,71.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,90.3,2.4,0.4,90.4,6.8,93.3,2.8,42.8,83.2,37.2,19.2,23.5,40.6,11.0,11.8875,32.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,97.0,1.4,0.1,90.9,6.6,93.4,2.8,46.3,85.3,33.3,14.7,19.6,40.3,14.1,10.90625,33.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
71,88.3,10.3,0.1,83.5,5.0,94.0,1.9,44.7,75.3,51.1,24.8,15.1,38.8,9.8,14.95,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72,59.7,25.2,3.7,48.4,7.0,95.4,1.7,49.8,52.2,26.5,14.0,10.3,49.0,6.1,15.3375,56.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
73,74.0,15.2,0.5,67.9,5.4,93.9,2.4,45.8,55.7,39.9,17.0,11.2,43.5,8.3,17.275000000000002,31.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,90.4,5.2,0.4,85.1,10.5,93.6,1.0,48.9,74.9,32.9,12.5,13.8,44.9,9.0,14.125000000000002,39.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,25.3,44.8,1.7,18.3,9.2,96.3,0.0,44.7,54.9,21.5,15.5,49.8,46.5,5.1,6.037500000000001,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,30.3,39.6,1.9,27.1,7.1,96.5,0.2,46.6,50.6,21.3,15.7,45.9,40.3,3.7,8.41875,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,68.0,18.8,3.4,49.5,7.8,94.8,1.2,51.6,61.5,30.5,9.8,12.4,48.9,6.5,13.40625,52.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
78,57.5,14.8,2.0,67.5,6.8,94.8,2.3,49.3,61.2,32.6,15.1,11.8,44.5,7.6,16.443749999999998,43.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,91.6,6.3,0.3,82.3,8.6,93.8,1.4,57.0,71.9,43.2,14.5,15.1,40.3,8.3,14.18125,30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
80,26.2,70.5,0.6,39.4,3.8,96.1,0.4,52.6,11.9,16.8,23.2,5.3,45.2,4.6,12.9625,56.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
81,41.3,56.2,0.4,45.2,7.6,95.9,0.6,51.9,16.0,19.3,19.4,6.9,39.6,7.1,20.2,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,15.4,81.8,0.0,24.3,2.8,95.4,0.0,45.4,24.7,14.9,5.0,4.3,31.1,3.1,6.0875,65.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
83,35.3,55.9,1.4,58.2,4.4,96.5,0.0,52.2,11.5,26.2,20.3,9.4,49.9,4.4,16.1375,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,34.6,56.8,0.6,63.5,7.6,96.5,0.6,52.8,6.5,37.8,36.5,15.1,28.0,16.7,19.987500000000004,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,62.0,30.2,0.0,76.0,0.8,95.2,0.0,54.1,27.8,44.4,11.7,14.1,40.8,14.0,29.55,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
86,23.3,69.3,0.5,58.6,4.8,96.1,0.0,53.7,5.3,27.7,11.0,8.3,46.4,8.4,13.306250000000002,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
87,56.1,41.7,0.0,85.6,5.9,95.4,0.0,60.2,7.3,16.3,21.7,10.8,33.0,19.5,26.025,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,25.5,73.0,0.0,60.3,1.4,97.4,0.0,58.4,7.5,12.9,20.0,5.1,49.4,9.0,9.875,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
89,10.0,88.1,0.0,75.1,2.5,94.8,1.7,47.8,1.9,22.1,34.0,9.9,43.7,8.9,5.725000000000001,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90,30.1,66.2,0.0,69.2,0.0,96.1,0.0,55.2,14.4,39.2,30.0,12.2,38.3,10.8,13.3,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91,13.4,60.2,0.1,66.3,7.8,95.0,0.4,53.6,14.7,20.0,28.0,5.1,44.1,13.1,13.50625,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
92,9.8,68.5,0.1,60.9,9.1,95.5,0.0,53.5,10.1,17.6,19.2,11.8,46.1,13.1,10.60625,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
93,5.8,83.9,0.0,62.7,4.1,95.9,0.7,52.5,13.0,23.2,22.9,8.6,38.0,8.2,2.5625,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,7.5,59.0,0.3,72.5,6.4,95.4,0.7,51.6,15.2,33.6,18.3,11.7,40.7,10.5,15.23125,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,3.5,88.9,0.9,45.2,9.9,96.2,0.0,66.4,6.6,24.2,20.3,6.5,57.6,4.8,2.9687499999999982,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,15.2,33.4,1.4,69.5,5.4,95.1,1.1,49.3,35.2,35.0,18.6,17.5,40.2,12.1,20.29375,45.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
97,6.2,33.1,0.1,80.4,2.6,94.7,0.4,49.7,39.8,21.4,19.5,15.7,39.5,9.3,17.606250000000006,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,3.7,92.1,0.8,57.0,5.2,96.0,0.0,56.0,1.2,28.2,15.8,7.8,45.4,11.3,2.000000000000001,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
99,7.8,67.5,3.0,34.3,13.7,96.1,0.1,60.7,10.9,34.2,14.9,5.7,46.7,4.3,12.793749999999998,61.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,40.0,26.2,9.4,51.7,7.0,96.0,0.2,49.7,45.2,33.8,11.8,9.2,53.6,3.2,14.93125,50.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,48.6,36.3,0.4,62.0,4.4,95.4,0.1,46.3,40.4,36.8,16.5,11.4,45.8,5.3,18.11875,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
102,19.1,76.7,0.8,38.4,8.3,95.8,0.0,53.8,24.0,29.2,21.8,3.0,47.7,4.1,4.887499999999998,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
103,56.4,32.0,1.5,61.7,9.2,94.6,2.3,47.9,36.5,38.6,13.9,8.7,44.8,7.0,21.01875,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,24.2,59.5,0.4,51.4,4.6,95.8,0.2,52.6,24.5,29.0,13.0,8.1,42.0,6.0,9.98125,43.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,30.1,57.0,0.4,50.6,3.8,94.0,1.2,46.5,29.3,36.4,13.6,10.5,40.9,8.0,10.625,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,34.6,35.5,11.0,31.4,10.1,96.7,0.1,51.1,41.0,30.5,12.4,6.7,42.9,4.7,14.918750000000005,68.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,56.4,38.5,0.0,90.4,7.1,94.1,0.0,48.1,28.9,66.7,45.0,9.3,36.1,15.5,29.15,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108,55.0,3.2,0.2,96.4,0.0,95.7,0.8876879699248121,54.5,70.3,61.6,34.8,16.1,40.9,15.0,24.375,23.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
109,22.4,52.8,7.8,35.1,12.2,96.3,1.1,51.6,28.7,27.5,14.5,9.5,45.7,7.2,13.54375,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,58.4,20.5,0.3,76.8,10.9,95.6,2.2,46.8,45.1,51.1,22.5,7.6,46.6,8.0,23.9,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,83.2,15.8,0.0,73.3,1.0,94.6,0.0,47.9,33.9,49.2,15.8,8.9,35.2,20.4,33.77500000000001,28.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
112,63.5,32.2,1.9,48.9,4.8,95.6,0.0,51.7,56.0,26.6,20.8,13.8,36.5,7.2,11.34375,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,60.0,38.2,0.0,76.4,7.3,96.6,0.0,61.7,37.4,31.6,33.0,1.2,40.2,5.7,30.675,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,45.5,51.3,0.0,58.6,8.4,96.0,0.0,53.6,23.7,25.9,14.6,5.5,35.7,11.8,21.35,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
115,98.3,1.4,0.2,81.2,3.0,94.7,2.3,47.1,95.0,46.4,21.0,18.4,33.5,11.7,2.1749999999999985,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,25.9,68.7,0.3,58.1,5.3,95.7,0.0,52.3,11.9,29.1,33.3,7.2,42.1,9.6,9.85625,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
117,40.6,50.0,0.7,63.8,7.1,95.4,0.8,52.4,20.2,28.2,19.5,15.6,41.9,12.1,19.86875,42.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,32.3,67.1,0.0,56.9,1.8,96.5,0.0,57.1,5.1,65.1,39.1,11.0,35.3,9.5,16.450000000000006,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
119,20.7,74.8,0.0,69.5,6.8,96.0,0.0,57.9,7.0,11.2,20.9,7.9,37.6,10.4,9.975,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120,13.8,81.1,0.0,61.8,5.1,95.7,0.0,59.0,6.1,43.6,35.0,8.4,34.1,10.6,8.3,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
121,20.6,76.4,0.0,61.8,1.2,96.1,0.0,45.7,13.4,35.5,39.8,9.1,31.1,8.2,10.299999999999997,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
122,23.0,70.3,1.4,56.4,7.1,96.4,0.5,55.1,14.1,30.6,21.6,13.3,39.5,10.1,9.2,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,37.6,48.7,0.5,56.7,4.7,95.8,0.0,53.2,21.0,27.3,18.3,7.5,40.9,10.2,18.99375,46.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,32.4,38.3,0.6,74.2,2.8,94.6,2.4,63.0,22.9,48.1,45.2,12.9,39.2,12.2,21.2375,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
125,28.4,41.9,0.0,71.4,7.6,96.8,0.6,51.6,20.3,40.9,18.4,7.1,35.4,9.9,22.075,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
126,31.1,64.6,0.7,59.8,2.9,95.2,0.4,46.0,14.7,34.2,18.9,12.1,38.9,7.5,13.856250000000005,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
127,47.9,47.0,0.9,64.9,6.8,95.8,0.5,47.0,22.0,37.9,20.0,14.5,39.2,9.3,19.6875,42.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
128,76.1,18.6,0.3,71.9,5.2,94.2,0.8,55.6,46.0,53.5,25.9,11.8,38.4,8.1,21.825,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
129,68.8,21.9,0.4,73.6,3.1,95.9,1.0,52.2,39.1,58.1,46.5,9.2,42.3,14.1,24.281250000000004,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,58.8,29.6,0.0,77.8,6.9,94.2,6.0,57.8,47.9,41.1,56.3,10.1,37.2,12.3,18.1125,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131,63.2,28.2,5.7,67.4,7.4,94.9,0.7,48.5,38.4,26.3,15.7,11.8,35.9,9.4,23.375,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
132,11.8,87.6,0.3,61.8,7.6,96.2,1.7,55.3,0.0,21.8,16.4,9.6,43.4,10.9,6.106250000000002,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
133,14.9,81.3,0.1,51.8,5.6,96.0,0.0,50.9,7.2,23.7,16.0,9.4,48.0,6.5,5.131250000000001,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,22.6,76.0,0.0,65.4,3.9,95.3,2.0,58.7,17.0,32.0,32.9,7.6,42.9,9.2,8.85,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
135,14.7,80.0,0.9,48.3,5.0,96.2,0.0,52.4,9.0,36.1,5.9,6.0,43.9,7.1,7.449999999999998,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
136,98.3,1.4,0.2,88.5,12.0,95.4,1.1,44.0,94.0,17.0,7.2,18.2,35.9,11.6,4.0375,52.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,93.4,5.3,0.4,79.6,6.9,95.6,1.5,44.9,88.2,31.0,9.8,16.5,45.5,10.9,5.856250000000001,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,96.9,2.4,0.1,83.3,5.0,96.2,1.1,42.5,90.8,25.7,15.8,17.2,40.7,12.4,5.20625,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
139,96.3,3.0,0.3,78.8,7.2,95.7,1.0,43.3,91.0,19.9,7.9,14.4,42.9,11.7,5.743749999999999,61.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,92.1,6.9,0.4,86.2,6.2,96.5,0.5,42.4,81.9,32.4,14.2,16.6,39.9,10.4,8.937499999999998,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,97.3,2.4,0.0,86.9,4.9,95.3,0.2,42.7,92.2,35.1,14.2,14.2,36.7,9.6,4.212499999999999,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,98.9,0.7,0.0,88.5,3.8,94.0,1.8,40.2,94.4,35.5,12.6,18.4,37.7,12.6,3.9000000000000012,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143,98.4,1.1,0.0,98.3,19.7,96.2,2.5,37.4,98.6,72.9,44.4,17.4,35.0,15.9,1.000000000000002,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
144,98.7,1.1,0.0,88.4,3.2,95.6,1.4,40.6,94.8,41.3,17.4,14.8,28.0,16.3,4.275000000000001,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,84.2,5.8,8.3,53.9,16.3,96.1,0.1,46.3,85.5,11.7,9.8,4.9,47.7,4.8,9.21875,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
146,41.1,36.9,0.8,78.0,4.1,95.5,0.0,49.3,28.9,32.2,19.2,12.2,43.3,12.5,23.3375,62.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,12.3,85.9,0.0,32.5,5.5,97.1,0.0,60.5,9.8,51.5,10.8,2.0,45.6,4.6,1.6499999999999972,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
148,10.4,86.4,0.4,26.2,9.4,95.9,0.0,52.2,10.2,20.6,12.4,8.1,44.3,5.9,3.737499999999998,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
149,13.9,83.0,0.9,47.7,7.1,96.5,0.0,50.9,7.1,34.6,21.8,8.1,41.1,7.3,6.50625,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150,9.2,51.5,0.7,68.2,8.6,95.8,0.0,43.2,23.2,38.6,19.8,15.4,36.3,9.5,17.0,50.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,8.5,68.0,0.7,69.9,2.0,94.3,0.0,61.9,15.9,29.0,24.6,10.5,35.9,13.7,6.906249999999997,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
152,12.0,72.5,0.5,60.3,3.2,95.8,0.0,50.7,11.1,27.6,15.4,6.7,43.7,9.3,10.69375,52.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,8.0,67.2,0.7,72.8,8.7,95.9,0.0,53.3,16.6,17.5,16.2,8.3,36.1,9.9,12.45625,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
154,2.6,92.2,0.0,46.0,6.7,95.4,0.7,48.6,4.6,28.6,19.7,2.1,50.2,7.0,2.3374999999999986,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,3.3,76.0,0.4,59.1,7.9,95.0,0.0,50.2,16.8,35.2,33.1,8.8,44.5,8.6,8.275,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,4.1,89.6,0.7,76.7,0.4,94.3,0.0,49.3,2.0,43.4,20.9,3.1,45.1,7.8,4.556250000000002,38.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
157,88.5,8.5,0.7,76.6,5.3,95.4,0.0,39.9,55.6,45.9,24.7,14.6,40.4,10.0,30.29375,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,93.4,4.2,0.0,88.7,2.8,95.4,1.5,46.2,61.4,62.7,26.1,14.3,35.5,14.7,26.225,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
159,11.1,86.2,0.0,13.8,2.0,97.6,0.0,67.2,6.1,35.9,28.3,4.2,43.5,7.1,4.374999999999999,76.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
160,31.9,50.0,2.1,55.1,4.9,95.5,0.5,51.2,30.2,33.8,15.6,8.2,43.9,7.2,13.65625,52.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,24.0,68.7,1.3,20.4,6.4,96.2,0.0,48.8,18.7,16.4,7.9,3.5,45.1,2.3,11.09375,73.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
162,44.5,44.6,0.8,57.8,5.8,96.3,0.0,53.5,18.6,30.2,16.0,10.4,69.0,4.9,24.1,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,32.1,39.0,0.5,67.9,6.2,95.5,0.5,57.6,28.3,22.7,35.6,9.9,47.8,11.4,20.14375,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,51.5,27.9,0.5,80.4,6.3,95.5,1.6,43.9,34.2,36.9,18.3,14.4,39.7,11.3,25.075000000000006,38.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
165,17.5,64.8,0.2,67.4,5.5,95.1,0.6,53.0,10.8,33.7,20.4,14.5,35.8,14.9,13.937499999999998,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,83.6,12.3,0.7,91.5,0.9,96.7,1.3,46.7,31.9,25.8,24.8,19.7,36.8,19.5,40.36875,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
167,10.4,75.5,0.0,66.1,2.3,95.4,0.0,52.5,2.8,26.4,6.8,10.0,36.7,16.7,8.25,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
168,40.8,51.1,1.6,59.1,5.9,96.3,1.2,51.0,24.1,34.1,18.2,9.5,39.5,10.9,19.337499999999995,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,9.7,85.5,0.5,44.6,6.0,96.4,0.4,50.2,2.6,24.7,18.8,13.0,42.2,6.2,5.931249999999999,56.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
170,11.6,82.9,0.0,60.0,4.0,94.1,1.2,55.5,10.7,42.6,44.7,9.7,40.1,9.3,4.687499999999999,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
171,7.0,89.1,0.8,51.2,1.6,96.8,0.0,54.6,3.3,29.2,17.1,5.7,49.9,6.9,4.825000000000002,55.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
172,9.9,90.1,0.0,60.3,4.6,95.7,0.0,56.4,3.5,12.4,12.3,5.0,42.2,7.3,4.950000000000001,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
173,87.8,9.9,0.0,79.2,8.4,94.9,0.0,48.2,41.0,52.1,34.5,13.4,38.0,22.5,36.725,18.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
174,59.0,37.5,0.0,61.5,1.6,96.8,1.2,51.4,18.0,6.4,22.6,5.4,42.1,5.3,28.975,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,32.1,67.1,0.4,46.5,7.4,95.4,0.0,57.7,22.3,16.6,22.0,5.1,38.8,4.6,5.950000000000002,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
